NCBI GeneID	Symbol	Locus Tag	Description	Taxonomic Name	Common Name	Gene Type	Transcripts	Gene Group Identifier	Gene Group Method
11448	Chrne		cholinergic receptor, nicotinic, epsilon polypeptide	Mus musculus	house mouse	PROTEIN_CODING	6	1145	NCBI Ortholog
