NCBI GeneID	Symbol	Locus Tag	Description	Taxonomic Name	Common Name	Gene Type	Transcripts	Gene Group Identifier	Gene Group Method
25302	Chrna7		cholinergic receptor nicotinic alpha 7 subunit	Rattus norvegicus	Norway rat	PROTEIN_CODING	2	1139	NCBI Ortholog
