NCBI GeneID	Symbol	Locus Tag	Description	Taxonomic Name	Common Name	Gene Type	Transcripts	Gene Group Identifier	Gene Group Method
11449	Chrng		cholinergic receptor, nicotinic, gamma polypeptide	Mus musculus	house mouse	PROTEIN_CODING	3	1146	NCBI Ortholog
