NCBI GeneID	Symbol	Locus Tag	Description	Taxonomic Name	Common Name	Gene Type	Transcripts	Gene Group Identifier	Gene Group Method
54240	Chrnd		cholinergic receptor nicotinic delta subunit	Rattus norvegicus	Norway rat	PROTEIN_CODING	1	1144	NCBI Ortholog
