NCBI GeneID	Symbol	Locus Tag	Description	Taxonomic Name	Common Name	Gene Type	Transcripts	Gene Group Identifier	Gene Group Method
1144	CHRND		cholinergic receptor nicotinic delta subunit	Homo sapiens	human	PROTEIN_CODING	5	1144	NCBI Ortholog
