NCBI GeneID	Symbol	Locus Tag	Description	Taxonomic Name	Common Name	Gene Type	Transcripts	Gene Group Identifier	Gene Group Method
1142	CHRNB3		cholinergic receptor nicotinic beta 3 subunit	Homo sapiens	human	PROTEIN_CODING	4	1142	NCBI Ortholog
