NCBI GeneID	Symbol	Locus Tag	Description	Taxonomic Name	Common Name	Gene Type	Transcripts	Gene Group Identifier	Gene Group Method
1143	CHRNB4		cholinergic receptor nicotinic beta 4 subunit	Homo sapiens	human	PROTEIN_CODING	22	1143	NCBI Ortholog
