NCBI GeneID	Symbol	Locus Tag	Description	Taxonomic Name	Common Name	Gene Type	Transcripts	Gene Group Identifier	Gene Group Method
65024	Chrna9		cholinergic receptor nicotinic alpha 9 subunit	Rattus norvegicus	Norway rat	PROTEIN_CODING	1	55584	NCBI Ortholog
