NCBI GeneID	Symbol	Locus Tag	Description	Taxonomic Name	Common Name	Gene Type	Transcripts	Gene Group Identifier	Gene Group Method
1135	CHRNA2		cholinergic receptor nicotinic alpha 2 subunit	Homo sapiens	human	PROTEIN_CODING	12	1135	NCBI Ortholog
