NCBI GeneID	Symbol	Locus Tag	Description	Taxonomic Name	Common Name	Gene Type	Transcripts	Gene Group Identifier	Gene Group Method
25753	Chrng		cholinergic receptor nicotinic gamma subunit	Rattus norvegicus	Norway rat	PROTEIN_CODING	1	1146	NCBI Ortholog
