NCBI GeneID	Symbol	Locus Tag	Description	Taxonomic Name	Common Name	Gene Type	Transcripts	Gene Group Identifier	Gene Group Method
24261	Chrnb1		cholinergic receptor nicotinic beta 1 subunit	Rattus norvegicus	Norway rat	PROTEIN_CODING	7	1140	NCBI Ortholog
