macro_f1_mean,macro_f1_std,mcc_mean,mcc_std,balanced_accuracy_mean,balanced_accuracy_std,accuracy_mean,accuracy_std,precision_macro_mean,precision_macro_std,recall_macro_mean,recall_macro_std
0.45923038105683733,0.00803004417739904,0.25463383449440496,0.013983459918904985,0.48343472645502467,0.015227116645108016,0.5308075613046425,0.014817203931380748,0.491361985532836,0.011568292592167701,0.48343472645502467,0.015227116645108016
