macro_f1_mean,macro_f1_std,mcc_mean,mcc_std,balanced_accuracy_mean,balanced_accuracy_std,accuracy_mean,accuracy_std,precision_macro_mean,precision_macro_std,recall_macro_mean,recall_macro_std
0.3680332106721877,0.038606049513357665,0.16515953780214057,0.036559982912965666,0.4367129744347456,0.03963398855497309,0.40539222966674354,0.0322791501447928,0.44875885173803665,0.02233272271047536,0.4367129744347456,0.03963398855497309
