macro_f1_mean,macro_f1_std,mcc_mean,mcc_std,balanced_accuracy_mean,balanced_accuracy_std,accuracy_mean,accuracy_std,precision_macro_mean,precision_macro_std,recall_macro_mean,recall_macro_std
0.45105281866794994,0.02830876909781792,0.2375357065633009,0.020931298254086003,0.4752453919242024,0.021055343975961222,0.5231802362920417,0.027967136459121193,0.5148199192201393,0.03046401528435521,0.4752453919242024,0.021055343975961222
