macro_f1_mean,macro_f1_std,mcc_mean,mcc_std,balanced_accuracy_mean,balanced_accuracy_std,accuracy_mean,accuracy_std,precision_macro_mean,precision_macro_std,recall_macro_mean,recall_macro_std
0.46075306001898175,0.009963993229069016,0.2529657023109554,0.018289722423956805,0.48907868899266405,0.010365972685076896,0.512123810437809,0.018132553070194693,0.4793468904968308,0.010199462737450676,0.48907868899266405,0.010365972685076896
