macro_f1_mean,macro_f1_std,mcc_mean,mcc_std,balanced_accuracy_mean,balanced_accuracy_std,accuracy_mean,accuracy_std,precision_macro_mean,precision_macro_std,recall_macro_mean,recall_macro_std
0.48263749543397055,0.02476237961202164,0.2618162373273121,0.026134851393185457,0.5056542915360989,0.025263462048422867,0.5285221956047014,0.018369127939898765,0.5028642615484008,0.024574113978772624,0.5056542915360989,0.025263462048422867
