macro_f1_mean,macro_f1_std,mcc_mean,mcc_std,balanced_accuracy_mean,balanced_accuracy_std,accuracy_mean,accuracy_std,precision_macro_mean,precision_macro_std,recall_macro_mean,recall_macro_std
0.4611074738403553,0.020789032337123658,0.22691293696196685,0.02525681140793889,0.48429601074523365,0.021772725728673805,0.5145306160673442,0.01431162590026889,0.48061027553600455,0.021821061882397328,0.48429601074523365,0.021772725728673805
