macro_f1_mean,macro_f1_std,mcc_mean,mcc_std,balanced_accuracy_mean,balanced_accuracy_std,accuracy_mean,accuracy_std,precision_macro_mean,precision_macro_std,recall_macro_mean,recall_macro_std
0.4402205707633692,0.03398273593635991,0.20089340716593157,0.045094092650133984,0.4683702800307145,0.0394634933920085,0.4778524042924642,0.0304839919052687,0.4563148265634077,0.02537899642197408,0.4683702800307145,0.0394634933920085
