macro_f1_mean,macro_f1_std,mcc_mean,mcc_std,balanced_accuracy_mean,balanced_accuracy_std,accuracy_mean,accuracy_std,precision_macro_mean,precision_macro_std,recall_macro_mean,recall_macro_std
0.4610454035551048,0.03135462126155347,0.2486778381518712,0.047099894585636466,0.48407217036970585,0.035131496060016296,0.5158176273244959,0.03419732817902904,0.48843343441846965,0.03020237427114447,0.48407217036970585,0.035131496060016296
