macro_f1_mean,macro_f1_std,mcc_mean,mcc_std,balanced_accuracy_mean,balanced_accuracy_std,accuracy_mean,accuracy_std,precision_macro_mean,precision_macro_std,recall_macro_mean,recall_macro_std
0.45093380801307825,0.021918625531374383,0.21548797222495972,0.03351145681413786,0.4720729109924345,0.0264879397551096,0.5015770013948273,0.018324221530003043,0.46319042254163484,0.024083749354899896,0.4720729109924345,0.0264879397551096
