condition,catboost,gaussian_nb,knn,lightgbm,logistic_regression,mlp,random_forest,svm_linear,svm_rbf,xgboost
drop_conformational,-0.01701071926820069,-0.008628536707316892,0.0068290029024997145,0.035584665928733716,0.002757968056833704,0.039744800178699025,-0.0054503116229031034,-0.003282726319462026,-0.0012679643910161187,-0.005580149504952336
drop_physicochemical,-0.0011728982658018028,-0.06452097677515789,-0.019840574894948226,-0.011990970140974777,-0.027226773974958762,0.019777598541894315,0.015625241868493622,-0.0333784172990631,-0.018773427641690932,-0.015305783139270612
drop_positional,-0.07485307539778896,0.018951020661139517,-0.02064699811931392,-0.01707961103062,-0.05662884961028658,0.0016726492498908008,-0.0885178596782269,-0.08502715534426031,-0.054420709105259424,-0.038362426205009126
drop_structural_core,0.0026557642606442333,-0.02771487565390479,0.01865058934438979,0.013731676402897908,0.010015861560445205,0.03487064520849298,-0.007339109890648288,-0.018677983628706818,0.011039166953515978,-0.0017120303758830224
drop_structural_nachr,-0.0025983552179139058,-0.012509756461600408,0.0014381843191014765,-0.011948802451556495,-0.0038165242018345924,0.04141098614470268,-0.05033042489934919,-0.03368316728197934,-0.018981223226130495,0.005265536686175076
drop_substitution,-0.012854470165297505,-0.020400397529954317,-0.00222810787199601,-0.0002495827372001047,-0.02136414705134787,-0.0014953202312670277,-0.03485405699657318,-0.033108990485551215,-0.026950761709877424,-0.013846961056733609
