NCBI GeneID	Symbol	Locus Tag	Description	Taxonomic Name	Common Name	Gene Type	Transcripts	Gene Group Identifier	Gene Group Method
1146	CHRNG		cholinergic receptor nicotinic gamma subunit	Homo sapiens	human	PROTEIN_CODING	1	1146	NCBI Ortholog
