NCBI GeneID	Symbol	Locus Tag	Description	Taxonomic Name	Common Name	Gene Type	Transcripts	Gene Group Identifier	Gene Group Method
29422	Chrne		cholinergic receptor nicotinic epsilon subunit	Rattus norvegicus	Norway rat	PROTEIN_CODING	9	1145	NCBI Ortholog
