NCBI GeneID	Symbol	Locus Tag	Description	Taxonomic Name	Common Name	Gene Type	Transcripts	Gene Group Identifier	Gene Group Method
108043	Chrnb3		cholinergic receptor, nicotinic, beta polypeptide 3	Mus musculus	house mouse	PROTEIN_CODING	3	1142	NCBI Ortholog
