NCBI GeneID	Symbol	Locus Tag	Description	Taxonomic Name	Common Name	Gene Type	Transcripts	Gene Group Identifier	Gene Group Method
25103	Chrnb4		cholinergic receptor nicotinic beta 4 subunit	Rattus norvegicus	Norway rat	PROTEIN_CODING	3	1143	NCBI Ortholog
