NCBI GeneID	Symbol	Locus Tag	Description	Taxonomic Name	Common Name	Gene Type	Transcripts	Gene Group Identifier	Gene Group Method
11447	Chrnd		cholinergic receptor, nicotinic, delta polypeptide	Mus musculus	house mouse	PROTEIN_CODING	1	1144	NCBI Ortholog
