NCBI GeneID	Symbol	Locus Tag	Description	Taxonomic Name	Common Name	Gene Type	Transcripts	Gene Group Identifier	Gene Group Method
108015	Chrnb4		cholinergic receptor, nicotinic, beta polypeptide 4	Mus musculus	house mouse	PROTEIN_CODING	3	1143	NCBI Ortholog
