NCBI GeneID	Symbol	Locus Tag	Description	Taxonomic Name	Common Name	Gene Type	Transcripts	Gene Group Identifier	Gene Group Method
11438	Chrna4		cholinergic receptor, nicotinic, alpha polypeptide 4	Mus musculus	house mouse	PROTEIN_CODING	3	1137	NCBI Ortholog
