NCBI GeneID	Symbol	Locus Tag	Description	Taxonomic Name	Common Name	Gene Type	Transcripts	Gene Group Identifier	Gene Group Method
1136	CHRNA3		cholinergic receptor nicotinic alpha 3 subunit	Homo sapiens	human	PROTEIN_CODING	5	1136	NCBI Ortholog
